ano,sem,codclg,codcur,codhab,staalu,codund,sglund,nomcur,nomhab,matr
2017,2,43,43010,301,A,43,IF,Física,Bacharelado,2
2017,2,43,43010,304,A,43,IF,Física,Bacharelado,2
2017,2,43,43020,101,M,43,IF,Física Bacharelado,Física Bacharelado,42
2017,2,43,43020,101,R,43,IF,Física Bacharelado,Física Bacharelado,2
2017,2,43,43020,101,T,43,IF,Física Bacharelado,Física Bacharelado,3
2017,2,43,43020,104,M,43,IF,Física Bacharelado,Física Bacharelado,58
2017,2,43,43020,104,T,43,IF,Física Bacharelado,Física Bacharelado,15
2017,2,43,43021,101,A,43,IF,Física Bacharelado,Física Bacharelado,2
2017,2,43,43021,101,M,43,IF,Física Bacharelado,Física Bacharelado,254
2017,2,43,43021,101,T,43,IF,Física Bacharelado,Física Bacharelado,17
2017,2,43,43021,104,M,43,IF,Física Bacharelado,Física Bacharelado,258
2017,2,43,43021,104,T,43,IF,Física Bacharelado,Física Bacharelado,21
2017,2,43,43031,1,A,43,IF,Física Licenciatura,Física Licenciatura,1
2017,2,43,43031,1,M,43,IF,Física Licenciatura,Física Licenciatura,166
2017,2,43,43031,1,T,43,IF,Física Licenciatura,Física Licenciatura,11
2017,2,43,43031,4,A,43,IF,Física Licenciatura,Física Licenciatura,4
2017,2,43,43031,4,M,43,IF,Física Licenciatura,Física Licenciatura,262
2017,2,43,43031,4,T,43,IF,Física Licenciatura,Física Licenciatura,11
2017,2,43,Sem cadastro,Sem cadastro,M,43,IF,,,21
2018,1,43,43010,201,A,43,IF,Física,Licenciatura,1
2018,1,43,43010,204,T,43,IF,Física,Licenciatura,1
2018,1,43,43010,304,A,43,IF,Física,Bacharelado,2
2018,1,43,43020,101,A,43,IF,Física Bacharelado,Física Bacharelado,2
2018,1,43,43020,101,M,43,IF,Física Bacharelado,Física Bacharelado,26
2018,1,43,43020,101,T,43,IF,Física Bacharelado,Física Bacharelado,4
2018,1,43,43020,104,M,43,IF,Física Bacharelado,Física Bacharelado,38
2018,1,43,43020,104,T,43,IF,Física Bacharelado,Física Bacharelado,8
2018,1,43,43021,101,M,43,IF,Física Bacharelado,Física Bacharelado,284
2018,1,43,43021,101,T,43,IF,Física Bacharelado,Física Bacharelado,25
2018,1,43,43021,104,A,43,IF,Física Bacharelado,Física Bacharelado,1
2018,1,43,43021,104,M,43,IF,Física Bacharelado,Física Bacharelado,336
2018,1,43,43021,104,T,43,IF,Física Bacharelado,Física Bacharelado,24
2018,1,43,43031,1,M,43,IF,Física Licenciatura,Física Licenciatura,196
2018,1,43,43031,1,T,43,IF,Física Licenciatura,Física Licenciatura,11
2018,1,43,43031,4,A,43,IF,Física Licenciatura,Física Licenciatura,1
2018,1,43,43031,4,M,43,IF,Física Licenciatura,Física Licenciatura,272
2018,1,43,43031,4,T,43,IF,Física Licenciatura,Física Licenciatura,22
2018,1,43,Sem cadastro,Sem cadastro,M,43,IF,,,32
2018,2,43,43010,201,A,43,IF,Física,Licenciatura,1
2018,2,43,43010,301,A,43,IF,Física,Bacharelado,1
2018,2,43,43011,204,A,43,IF,Física,Física - Licenciatura,1
2018,2,43,43011,204,T,43,IF,Física,Física - Licenciatura,2
2018,2,43,43020,101,A,43,IF,Física Bacharelado,Física Bacharelado,1
2018,2,43,43020,101,M,43,IF,Física Bacharelado,Física Bacharelado,19
2018,2,43,43020,101,T,43,IF,Física Bacharelado,Física Bacharelado,3
2018,2,43,43020,104,A,43,IF,Física Bacharelado,Física Bacharelado,1
2018,2,43,43020,104,M,43,IF,Física Bacharelado,Física Bacharelado,29
2018,2,43,43020,104,T,43,IF,Física Bacharelado,Física Bacharelado,7
2018,2,43,43021,101,A,43,IF,Física Bacharelado,Física Bacharelado,1
2018,2,43,43021,101,M,43,IF,Física Bacharelado,Física Bacharelado,277
2018,2,43,43021,101,T,43,IF,Física Bacharelado,Física Bacharelado,28
2018,2,43,43021,104,A,43,IF,Física Bacharelado,Física Bacharelado,1
2018,2,43,43021,104,M,43,IF,Física Bacharelado,Física Bacharelado,296
2018,2,43,43021,104,R,43,IF,Física Bacharelado,Física Bacharelado,1
2018,2,43,43021,104,T,43,IF,Física Bacharelado,Física Bacharelado,28
2018,2,43,43031,1,A,43,IF,Física Licenciatura,Física Licenciatura,2
2018,2,43,43031,1,M,43,IF,Física Licenciatura,Física Licenciatura,178
2018,2,43,43031,1,R,43,IF,Física Licenciatura,Física Licenciatura,1
2018,2,43,43031,1,T,43,IF,Física Licenciatura,Física Licenciatura,12
2018,2,43,43031,4,A,43,IF,Física Licenciatura,Física Licenciatura,7
2018,2,43,43031,4,M,43,IF,Física Licenciatura,Física Licenciatura,242
2018,2,43,43031,4,T,43,IF,Física Licenciatura,Física Licenciatura,25
2018,2,43,Sem cadastro,Sem cadastro,M,43,IF,,,24
2019,1,43,43010,204,A,43,IF,Física,Licenciatura,1
2019,1,43,43010,301,A,43,IF,Física,Bacharelado,1
2019,1,43,43020,101,A,43,IF,Física Bacharelado,Física Bacharelado,1
2019,1,43,43020,101,M,43,IF,Física Bacharelado,Física Bacharelado,11
2019,1,43,43020,101,T,43,IF,Física Bacharelado,Física Bacharelado,4
2019,1,43,43020,104,A,43,IF,Física Bacharelado,Física Bacharelado,1
2019,1,43,43020,104,M,43,IF,Física Bacharelado,Física Bacharelado,24
2019,1,43,43020,104,T,43,IF,Física Bacharelado,Física Bacharelado,7
2019,1,43,43021,101,M,43,IF,Física Bacharelado,Física Bacharelado,304
2019,1,43,43021,101,T,43,IF,Física Bacharelado,Física Bacharelado,20
2019,1,43,43021,104,M,43,IF,Física Bacharelado,Física Bacharelado,358
2019,1,43,43021,104,T,43,IF,Física Bacharelado,Física Bacharelado,32
2019,1,43,43031,1,A,43,IF,Física Licenciatura,Física Licenciatura,1
2019,1,43,43031,1,M,43,IF,Física Licenciatura,Física Licenciatura,210
2019,1,43,43031,1,T,43,IF,Física Licenciatura,Física Licenciatura,9
2019,1,43,43031,4,M,43,IF,Física Licenciatura,Física Licenciatura,276
2019,1,43,43031,4,R,43,IF,Física Licenciatura,Física Licenciatura,1
2019,1,43,43031,4,T,43,IF,Física Licenciatura,Física Licenciatura,33
2019,1,43,Sem cadastro,Sem cadastro,M,43,IF,,,45
2019,2,43,43020,101,M,43,IF,Física Bacharelado,Física Bacharelado,10
2019,2,43,43020,101,T,43,IF,Física Bacharelado,Física Bacharelado,2
2019,2,43,43020,104,M,43,IF,Física Bacharelado,Física Bacharelado,19
2019,2,43,43020,104,T,43,IF,Física Bacharelado,Física Bacharelado,5
2019,2,43,43021,101,A,43,IF,Física Bacharelado,Física Bacharelado,1
2019,2,43,43021,101,M,43,IF,Física Bacharelado,Física Bacharelado,272
2019,2,43,43021,101,T,43,IF,Física Bacharelado,Física Bacharelado,27
2019,2,43,43021,104,A,43,IF,Física Bacharelado,Física Bacharelado,2
2019,2,43,43021,104,M,43,IF,Física Bacharelado,Física Bacharelado,325
2019,2,43,43021,104,T,43,IF,Física Bacharelado,Física Bacharelado,39
2019,2,43,43031,1,A,43,IF,Física Licenciatura,Física Licenciatura,1
2019,2,43,43031,1,M,43,IF,Física Licenciatura,Física Licenciatura,201
2019,2,43,43031,1,R,43,IF,Física Licenciatura,Física Licenciatura,1
2019,2,43,43031,1,T,43,IF,Física Licenciatura,Física Licenciatura,9
2019,2,43,43031,4,M,43,IF,Física Licenciatura,Física Licenciatura,261
2019,2,43,43031,4,T,43,IF,Física Licenciatura,Física Licenciatura,33
2019,2,43,Sem cadastro,Sem cadastro,M,43,IF,,,23
2020,1,43,43020,101,M,43,IF,Física Bacharelado,Física Bacharelado,9
2020,1,43,43020,101,T,43,IF,Física Bacharelado,Física Bacharelado,3
2020,1,43,43020,104,M,43,IF,Física Bacharelado,Física Bacharelado,15
2020,1,43,43020,104,T,43,IF,Física Bacharelado,Física Bacharelado,3
2020,1,43,43021,101,A,43,IF,Física Bacharelado,Física Bacharelado,4
2020,1,43,43021,101,M,43,IF,Física Bacharelado,Física Bacharelado,313
2020,1,43,43021,101,T,43,IF,Física Bacharelado,Física Bacharelado,22
2020,1,43,43021,104,A,43,IF,Física Bacharelado,Física Bacharelado,8
2020,1,43,43021,104,M,43,IF,Física Bacharelado,Física Bacharelado,403
2020,1,43,43021,104,R,43,IF,Física Bacharelado,Física Bacharelado,3
2020,1,43,43021,104,T,43,IF,Física Bacharelado,Física Bacharelado,26
2020,1,43,43031,1,A,43,IF,Física Licenciatura,Física Licenciatura,7
2020,1,43,43031,1,M,43,IF,Física Licenciatura,Física Licenciatura,229
2020,1,43,43031,1,R,43,IF,Física Licenciatura,Física Licenciatura,1
2020,1,43,43031,1,T,43,IF,Física Licenciatura,Física Licenciatura,14
2020,1,43,43031,4,A,43,IF,Física Licenciatura,Física Licenciatura,7
2020,1,43,43031,4,M,43,IF,Física Licenciatura,Física Licenciatura,310
2020,1,43,43031,4,R,43,IF,Física Licenciatura,Física Licenciatura,3
2020,1,43,43031,4,T,43,IF,Física Licenciatura,Física Licenciatura,21
2020,1,43,Sem cadastro,Sem cadastro,M,43,IF,,,36
2012,1,44,44011,100,A,44,IGc,Geologia,Geologia,3
2012,1,44,44011,100,M,44,IGc,Geologia,Geologia,281
2012,1,44,44011,100,T,44,IGc,Geologia,Geologia,8
2012,1,44,44011,200,A,44,IGc,Geologia,Licenciatura em Geologia,4
2012,1,44,44011,200,M,44,IGc,Geologia,Licenciatura em Geologia,1
2012,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,8
2012,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,172
2012,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,18
2012,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,21
2012,2,44,44011,100,A,44,IGc,Geologia,Geologia,2
2012,2,44,44011,100,M,44,IGc,Geologia,Geologia,286
2012,2,44,44011,100,T,44,IGc,Geologia,Geologia,5
2012,2,44,44011,200,A,44,IGc,Geologia,Licenciatura em Geologia,4
2012,2,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,2
2012,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,152
2012,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,19
2012,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,9
2013,1,44,44011,100,A,44,IGc,Geologia,Geologia,2
2013,1,44,44011,100,M,44,IGc,Geologia,Geologia,283
2013,1,44,44011,100,T,44,IGc,Geologia,Geologia,6
2013,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,5
2013,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,160
2013,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,16
2013,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,25
2013,2,44,44011,100,M,44,IGc,Geologia,Geologia,278
2013,2,44,44011,100,T,44,IGc,Geologia,Geologia,10
2013,2,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,3
2013,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,144
2013,2,44,44100,4,R,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,1
2013,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,15
2013,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,19
2014,1,44,44011,100,M,44,IGc,Geologia,Geologia,283
2014,1,44,44011,100,T,44,IGc,Geologia,Geologia,6
2014,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,5
2014,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,161
2014,1,44,44100,4,R,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,1
2014,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,13
2014,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,19
2014,2,44,44011,100,M,44,IGc,Geologia,Geologia,278
2014,2,44,44011,100,T,44,IGc,Geologia,Geologia,7
2014,2,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,5
2014,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,142
2014,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,15
2014,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,9
2015,1,44,44011,100,A,44,IGc,Geologia,Geologia,1
2015,1,44,44011,100,M,44,IGc,Geologia,Geologia,291
2015,1,44,44011,100,R,44,IGc,Geologia,Geologia,1
2015,1,44,44011,100,T,44,IGc,Geologia,Geologia,5
2015,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,4
2015,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,156
2015,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,10
2015,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,22
2015,2,44,44011,100,A,44,IGc,Geologia,Geologia,2
2015,2,44,44011,100,M,44,IGc,Geologia,Geologia,283
2015,2,44,44011,100,T,44,IGc,Geologia,Geologia,11
2015,2,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,3
2015,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,134
2015,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,11
2015,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,10
2016,1,44,44011,100,A,44,IGc,Geologia,Geologia,7
2016,1,44,44011,100,M,44,IGc,Geologia,Geologia,282
2016,1,44,44011,100,T,44,IGc,Geologia,Geologia,7
2016,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,5
2016,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,147
2016,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,7
2016,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,28
2016,2,44,44011,100,A,44,IGc,Geologia,Geologia,1
2016,2,44,44011,100,M,44,IGc,Geologia,Geologia,285
2016,2,44,44011,100,T,44,IGc,Geologia,Geologia,7
2016,2,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,8
2016,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,120
2016,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,9
2016,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,10
2017,1,44,44011,100,A,44,IGc,Geologia,Geologia,2
2017,1,44,44011,100,M,44,IGc,Geologia,Geologia,282
2017,1,44,44011,100,R,44,IGc,Geologia,Geologia,1
2017,1,44,44011,100,T,44,IGc,Geologia,Geologia,6
2017,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,5
2017,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,149
2017,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,8
2017,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,25
2017,2,44,44011,100,A,44,IGc,Geologia,Geologia,1
2017,2,44,44011,100,M,44,IGc,Geologia,Geologia,278
2017,2,44,44011,100,T,44,IGc,Geologia,Geologia,9
2017,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,129
2017,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,12
2017,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,5
2018,1,44,44010,100,A,44,IGc,Geologia,Bacharelado em Geologia,1
2018,1,44,44011,100,A,44,IGc,Geologia,Geologia,5
2018,1,44,44011,100,M,44,IGc,Geologia,Geologia,275
2018,1,44,44011,100,T,44,IGc,Geologia,Geologia,7
2018,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,6
2018,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,159
2018,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,17
2018,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,21
2018,2,44,44011,100,M,44,IGc,Geologia,Geologia,267
2018,2,44,44011,100,R,44,IGc,Geologia,Geologia,1
2018,2,44,44011,100,T,44,IGc,Geologia,Geologia,11
2018,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,137
2018,2,44,44100,4,R,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,2
2018,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,16
2018,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,6
2019,1,44,44011,100,A,44,IGc,Geologia,Geologia,1
2019,1,44,44011,100,M,44,IGc,Geologia,Geologia,272
2019,1,44,44011,100,R,44,IGc,Geologia,Geologia,1
2019,1,44,44011,100,T,44,IGc,Geologia,Geologia,6
2019,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,3
2019,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,139
2019,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,17
2019,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,20
2019,2,44,44011,100,M,44,IGc,Geologia,Geologia,265
2019,2,44,44011,100,T,44,IGc,Geologia,Geologia,5
2019,2,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,2
2019,2,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,116
2019,2,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,20
2019,2,44,Sem cadastro,Sem cadastro,M,44,IGc,,,6
2020,1,44,44011,100,A,44,IGc,Geologia,Geologia,8
2020,1,44,44011,100,M,44,IGc,Geologia,Geologia,278
2020,1,44,44011,100,T,44,IGc,Geologia,Geologia,5
2020,1,44,44100,4,A,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,9
2020,1,44,44100,4,M,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,147
2020,1,44,44100,4,T,44,IGc,Licenciatura em Geociências e Educação Ambiental,Licenciatura em Geociências e Educação Ambiental,19
2020,1,44,Sem cadastro,Sem cadastro,M,44,IGc,,,18
2012,1,45,45021,1,S,45,IME,Matemática Licenciatura,Matemática Licenciatura,1
2012,1,45,45022,4,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,1
2012,1,45,45023,1,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,2
2012,1,45,45023,1,M,45,IME,Matemática Licenciatura,Matemática Licenciatura,11
2012,1,45,45023,1,T,45,IME,Matemática Licenciatura,Matemática Licenciatura,1
2012,1,45,45023,4,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,2
2012,1,45,45023,4,M,45,IME,Matemática Licenciatura,Matemática Licenciatura,72
2012,1,45,45023,4,R,45,IME,Matemática Licenciatura,Matemática Licenciatura,6
2012,1,45,45023,4,T,45,IME,Matemática Licenciatura,Matemática Licenciatura,5
2012,1,45,45024,1,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,2
2012,1,45,45024,1,M,45,IME,Matemática Licenciatura,Matemática Licenciatura,208
2012,1,45,45024,1,T,45,IME,Matemática Licenciatura,Matemática Licenciatura,9
2012,1,45,45024,4,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,4
2012,1,45,45024,4,M,45,IME,Matemática Licenciatura,Matemática Licenciatura,421
2012,1,45,45024,4,R,45,IME,Matemática Licenciatura,Matemática Licenciatura,2
2012,1,45,45024,4,T,45,IME,Matemática Licenciatura,Matemática Licenciatura,37
2012,1,45,45031,1,M,45,IME,Matemática Bacharelado,Matemática Bacharelado,114
2012,1,45,45031,1,R,45,IME,Matemática Bacharelado,Matemática Bacharelado,1
2012,1,45,45031,1,T,45,IME,Matemática Bacharelado,Matemática Bacharelado,13
2012,1,45,45042,1,A,45,IME,Matemática Aplicada - Bacharelado,Matemática Aplicada - Bacharelado,1
2012,1,45,45042,1,M,45,IME,Matemática Aplicada - Bacharelado,Matemática Aplicada - Bacharelado,44
2012,1,45,45042,1,T,45,IME,Matemática Aplicada - Bacharelado,Matemática Aplicada - Bacharelado,3
2012,1,45,45042,101,M,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Ciências Biológicas,10
2012,1,45,45042,101,T,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Ciências Biológicas,1
2012,1,45,45042,501,A,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Sistemas e Controle,2
2012,1,45,45042,501,M,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Sistemas e Controle,7
2012,1,45,45042,501,T,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Sistemas e Controle,2
2012,1,45,45042,611,M,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Controle e Automação,13
2012,1,45,45042,611,T,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Controle e Automação,2
2012,1,45,45042,801,M,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Métodos Matemáticos,14
2012,1,45,45042,801,T,45,IME,Matemática Aplicada - Bacharelado,Habilitação em Métodos Matemáticos,1
2012,1,45,45051,1,A,45,IME,Bacharelado em Ciência da Computação,Bacharelado em Ciência da Computação,6
2012,1,45,45051,1,M,45,IME,Bacharelado em Ciência da Computação,Bacharelado em Ciência da Computação,252
2012,1,45,45051,1,R,45,IME,Bacharelado em Ciência da Computação,Bacharelado em Ciência da Computação,3
2012,1,45,45051,1,T,45,IME,Bacharelado em Ciência da Computação,Bacharelado em Ciência da Computação,8
2012,1,45,45061,1,A,45,IME,Estatística Bacharelado,Estatística Bacharelado,3
2012,1,45,45061,1,M,45,IME,Estatística Bacharelado,Estatística Bacharelado,183
2012,1,45,45061,1,T,45,IME,Estatística Bacharelado,Estatística Bacharelado,10
2012,1,45,45070,104,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Ciências Biológicas,6
2012,1,45,45070,104,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Ciências Biológicas,1
2012,1,45,45070,204,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Fisiologia e Biofísica,3
2012,1,45,45070,204,R,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Fisiologia e Biofísica,1
2012,1,45,45070,204,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Fisiologia e Biofísica,1
2012,1,45,45070,304,A,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Saúde Animal,1
2012,1,45,45070,304,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Saúde Animal,40
2012,1,45,45070,304,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Saúde Animal,3
2012,1,45,45070,4,A,45,IME,Bacharelado em Matemática Aplicada e Computacional,Bacharelado em Matemática Aplicada e Computacional,2
2012,1,45,45070,4,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Bacharelado em Matemática Aplicada e Computacional,93
2012,1,45,45070,4,R,45,IME,Bacharelado em Matemática Aplicada e Computacional,Bacharelado em Matemática Aplicada e Computacional,1
2012,1,45,45070,4,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Bacharelado em Matemática Aplicada e Computacional,10
2012,1,45,45070,404,A,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Estatística Econômica,1
2012,1,45,45070,404,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Estatística Econômica,27
2012,1,45,45070,404,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Estatística Econômica,5
2012,1,45,45070,504,A,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Sistemas e Controle,2
2012,1,45,45070,504,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Sistemas e Controle,15
2012,1,45,45070,504,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Sistemas e Controle,4
2012,1,45,45070,604,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Mecatrônica e Sistemas Mecânicos,12
2012,1,45,45070,604,R,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Mecatrônica e Sistemas Mecânicos,2
2012,1,45,45070,704,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Comunicação Científica,9
2012,1,45,45070,704,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Comunicação Científica,1
2012,1,45,45070,804,A,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Métodos Matemáticos,1
2012,1,45,45070,804,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Métodos Matemáticos,15
2012,1,45,45070,804,T,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Métodos Matemáticos,3
2012,1,45,45070,904,A,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Saúde Pública,1
2012,1,45,45070,904,M,45,IME,Bacharelado em Matemática Aplicada e Computacional,Habilitação em Saúde Pública,14
2012,1,45,Sem cadastro,Sem cadastro,M,45,IME,,,45
2012,2,45,45021,1,S,45,IME,Matemática Licenciatura,Matemática Licenciatura,1
2012,2,45,45023,1,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,2
2012,2,45,45023,1,M,45,IME,Matemática Licenciatura,Matemática Licenciatura,8
2012,2,45,45023,1,T,45,IME,Matemática Licenciatura,Matemática Licenciatura,2
2012,2,45,45023,4,A,45,IME,Matemática Licenciatura,Matemática Licenciatura,7
2012,2,45,45023,4,M,45,IME,Matemática Licenciatura,Matemática Licenciatura,53
